Company Name,Company Revenue (in millions),Employee Head Count,Company Industry,Company Specialities,Company Type,Company Location Country Name,Company Location City,Company Location Timezone,AccountID,LeadID
Canon Business Process Services,500,1400,Outsourcing and Offshoring Consulting,"Business Process Outsourcing, Business Process Imaging, Robotic Process Automation, Intelligent Automation, Warehouse and Distribution Center Services, Digital Transformation Services, Digital Mailroom, Print Center Services, Office Services, Smart Office Innovations",Public Company,United States,New York,EST,2310,101310
Canon Solutions America,3100,4600,IT Services and IT Consulting,"Office Solutions, Document Workflow, Hardware, Software",Public Company,United States,Melville,EST,2320,101320
Carestream,2300,7000,Medical Equipment Manufacturing,"Digital Medical Image Capture, Medical Film (Laser & Traditional), X-Ray Solutions, Non Destructive Testing (NDT), xray, medical image capture, Computed Radiography (CR), Digital Radiography (DR), Diagnostic Imaging Equipment, orthopedic imaging, pediatric imaging, medical imaging",Privately Held,United States,Rochester,EST,2330,101330
Carhartt,900,5000,Apparel & Fashion,"Made in the USA, Rainwear, Workwear, Twill, Quick Duck, Rugged, High-Visibility, Flame-Resistant, Mens, Womens, Kids, Accessories, Boots, Company Gear",Privately Held,United States,Dearborn,EST,2340,101340
Carilion Clinic,5200,13000,Hospitals and Health Care,"patient-centered care, medical education, research, wellness, cancer care, dermatology, endocrinology, gastroenterology, pediatrics, cardiac and vascular care, children's hospital, women's services, home care and hospice, rehabilitation, neurology, pulmonary, orthopedics",Nonprofit,United States,Roanoke,EST,2350,101350
Catholic Charities of the Archdiocese of Chicago,300,2500,Individual and Family Services,"Affordable Housing, Senior Services, Affordable Child Care, Nutrition Services, Family Counseling, Immigration and Naturalization, Veterans Services",Nonprofit,United States,Chicago,EST,2360,101360
CenterPoint Energy,7600,7800,Utilities,"Energy delivery, Natural Gas Distribution, Electric Transmission & Distribution, Home Services, Safety, Integrity, Accountability, Initiative, Respect, Electric Grid Reliability, Electric Grid Resiliency , Net Zero by 2035, Enabling growth for our customers and the communities we share.",Public Company,United States,Houston,EST,2370,101370
Ceridian,900,4200,Computer Software,"Onboarding, Payroll, Performance Management, Time & Attendance, Benefits, Document Management, Workforce Management, Dashboards, Recruiting, Learning, Succession Planning, On-Demand Pay",Public Company,United States,Minneapolis,EST,2380,101380
CertainTeed,3000,6000,Wholesale Building Materials,"Manufacturer, Building Materials, Roofing, Siding, Insulation, Drywall, Ceilings",Privately Held,United States,Malvern,EST,2390,101390
Chargebee,124,1110,Financial Services,"Recurring Billing, Subscription Management, Payment Gateway Integration, Invoicing, Automated transactional emails, Taxes, Accounting, Revenue Recognition, SaaS Metrics, Pricing Iteration",Privately Held,United States,San Francisco,EST,2400,101400
"Chart Industries, Inc.",1400,4600,Industrial Machinery Manufacturing,"Cryogenic Storage Systems, Engineering / Manufacturing, Liquefied Natural Gas Storage, Heat Exchangers, Industrial Gas Storage, Hydrogen Energy, Water & Wastewater Treatment, Laser Cutting, Aerospace Systems, Beverage Carbonation, Nitro Beverage Dosing",Public Company,United States,Ball Ground,EST,2410,101410
Checkers & Rally’s Drive-In Restaurants,850,5800,Restaurants,"Fries, Burgers, Fast Food, QSR",Privately Held,United States,Tampa,EST,2420,101420
"Cheney Brothers, Inc.",2500,3500,Food and Beverage Services,"Food & Beverage Service & Distribution, Hospitality, Foodservice",Privately Held,United States,Riviera Beach,EST,2430,101430
Chesapeake Energy,9800,2200,Oil & Energy,"Oil, Natural Gas Liquids, Natural Gas, Exploration, Drilling, Shale, Oil",Public Company,United States,Oklahoma City,EST,2440,101440
Chevron Phillips Chemical Company,13000,5000,Chemical Manufacturing,Chemical commodities,Privately Held,United States,Spring,EST,2450,101450
Chobani,1700,2300,Food and Beverage Services,,Privately Held,United States,New Berlin,EST,2460,101460
Cigniti Technologies,300,2200,Information Technology & Services,"Software Testing, Quality Assurance, Quality Engineering, Advisory & Transformation, Security Testing, DevOps QA, Test Automation, Digital Transformation services, ERP Testing, Application Testing, RPA, Digital Assurance, Digital Engineering, 5G Assurance, Cloud Migration Assurance, Performance Engineering, Static Application Security Testing, Blockchain, Analytics, Machine learning",Public Company,United States,Irving,EST,2470,101470
Coca-Cola Beverages Florida,1200,4500,Food and Beverage Services,Beverages,Public Company,United States,Tampa,EST,2480,101480
Coca-Cola Southwest Beverages,3300,8000,Food and Beverage Services,,Public Company,United States,Dallas,EST,2490,101490
Comcast Business,14000,91000,Telecommunications,"Business Phone, Broadband Internet, Ethernet Data Service, Business TV",Public Company,United States,Philadelphia,EST,2500,101500
Commercial Bank,3400,4500,Banking,"Personal Banking, Private Banking, Wholesale Banking",Public Company,Qatar,Doha,Asia/Qatar,2510,101510
Commercial Metals Company,5800,8600,Construction,"Metals, Recycling, Fabrication, Distribution",Public Company,United States,Irving,EST,2520,101520
Compass Group USA,19000,240000,Food & Beverages,"foodservice management, food, support services, business & industry, hospitality, sports & entertainment, healthcare, education, catering",Public Company,United States,Charlotte,EST,2530,101530
Consumers Energy,6100,8500,Utilities,"Electric, Natural Gas, Energy/Utilities, Safety, Reliability",Public Company,United States,Jackson,EST,2540,101540
Contech Engineered Solutions,900,2200,Construction,"Bridges and Structures, Rehabilitation and Reline, Stormwater Management, Pipe, Erosion control, Retaining Walls",Privately Held,United States,West Chester,EST,2550,101550
Continuum Global Solutions,400,6500,Outsourcing and Offshoring Consulting,"telecom, call center, contact center, voice, ivr",Privately Held,United States,Dallas,EST,2560,101560
ContourGlobal,2200,2200,Renewable Energy Semiconductor Manufacturing,"Energy, Development, Construction, Operation",Privately Held,United States,New York,EST,2570,101570
Corsair,1460,1800,Computer Hardware,"Gaming Systems, Consumer Electronics, Gaming Peripherals, Computer Hardware, PC Peripherals",Public Company,United States,Milpitas,EST,2580,101580
Covetrus,4000,5600,Non-profit Organization Management,,Privately Held,United States,Portland,EST,2590,101590
Crescent Electric Supply Company,1500,2200,Wholesale,"Electrical Construction Materials, Residential, Commercial and Industrial, Energy, DataComm, Project Quotations and Management, Power Distribution Equipment, LED Lighting",Privately Held,United States,East Dubuque,EST,2600,101600
Crocs,2100,3800,Consumer Goods,,Public Company,United States,Broomfield,EST,2610,101610
Crop Production Services,3200,10000,Retail,"Crop Protection Products, Adjuvants and surfactants, Fertilizer and Plant Nutritional Products, Dyna-Gro Seed",Public Company,United States,Loveland,EST,2620,101620
Crown Equipment Corporation,3200,15000,Truck Transportation,"Forklifts, Lift Trucks, Material Handling, Supply Chain, Logistics, Manufacturing, Warehousing, Fleet Management",Privately Held,United States,New Bremen,EST,2630,101630
"Crown Holdings, Inc.",11000,33000,Packaging and Containers Manufacturing,"Metal Packaging, Beverage Cans, Food Cans, Speciality Cans, Aerosol Cans, Metal Closures, transit packaging, promotional Packaging, Very sensitive product packaging, sustainable packaging",Public Company,United States,Yardley,EST,2640,101640
Crown Lift Trucks,2300,1500,Truck Transportation,"Forklifts, Lift Trucks, Material Handling, Supply Chain, Manufacturing, Warehouse Products, Fleet Management, Racking & Shelving",Privately Held,United States,New Bremen,EST,2650,101650
CyberArk,430,2000,Computer Software,"Privileged Account Security, Advanced Threat Protection, Insider Threat Protection, Privileged Identity Management, Privileged Session Management, SSH Key Management, Highly Sensitive Information Management, Information Security Software, DevOps Security, DevSecOps, Cloud Security, Identity Security, Privileged Access Management",Public Company,United States,Newton,EST,2660,101660
Cypress Semiconductor Corporation,2400,5400,Semiconductor Manufacturing,,Public Company,United States,San Jose,EST,2670,101670
Cytel,200,1400,Pharmaceutical Manufacturing,"Adaptive Clinical Trials, Clinical Research Services, Trial Design and Analysis Software, Statistical Programming, Strategic Consulting, DMC Support, Program and Portfolio Optimization, Clinical Data Management, CV Outcomes Studies, Regulatory Submissions, Real World Analytics, HEOR, Bayesian Clinical Trials, FSP, Project Based Services, Advanced Analytics ",Privately Held,United States,Waltham,EST,2680,101680
"DH Pace Company, Inc.",1200,2900,Building Materials,"Industrial, High Speed, & Specialty Doors, Loading Dock Equipment, Entry Doors & Automatic Doors, Electronic Security & Gate Systems, Residential Garage Doors & Operators, Preventive Maintenance Programs, Inspection & Testing Services, Doors, Docks, Commercial Sectional, Coiling and Sliding Doors",Privately Held,United States,Olathe,EST,2690,101690
DRiV Incorporated,6000,31000,Automotive,"Replacement parts, Aftermarket",Public Company,United States,Northville,EST,2700,101700
DTE Energy,10100,12000,Utilities,"Gas Distribution and Storage, Continuous Improvement, Unconventional Gas, Nuclear Generation, Merchant Operations, Biomass Generation, Six Sigma Blackbelt, Fossil or Coal Generation, Power Generation, Energy Trading, Mid-Stream Gas, Electric Utilities, Gas Utilities",Public Company,United States,Detroit,EST,2710,101710
"Daiichi Sankyo, Inc.",8000,15000,Pharmaceuticals,"Daiichi Sankyo, Inc. is a member of the Daiichi Sankyo group of companies and is focused on the development of oncology therapies and specialty medicines., Oncology, Specialty Medicine",Public Company,United States,Basking Ridge,EST,2720,101720
Daktronics,500,2300,Manufacturing,"Large Screen LED Video Systems, LED Message Displays, LED Digital Billboards, Scoreboards & Timing Systems, Out of Home Advertising, Digital Signage, Dynamic Message Signs, Architectural Lighting, Intelligent Transporation Systems, Mobile and Modular LED Systems",Public Company,United States,Brookings,EST,2730,101730
Dar Al Shifa Hospital,400,2100,Hospital & Health Care,"Healthcare -, Anesthesia & Intensive care, Cardiology, Dermatology & Cosmetics, Ear, Nose & Throat (ENT), Obstetrics & Gynecology, Reproductive Medicine, Pediatrics, Plastic surgery, Urology & Male Reproduction, Ophthalmology, Pain Management",Privately Held,Kuwait,"Hawalli,",AST,2740,101740
Dawlance,700,2200,Manufacturing,,Privately Held,Pakistan,Karachi,Asia/Karachi,2750,101750
Dawn Foods Global,1300,3500,Food Production,"Bakery Ingredients/ Products/ Service, Bakery Product Distribution, Bakery Product Manufacturing, Supermarket / In-store Bakeries, Artisanal Bakeries, Foodservice, Bakery Manufacturers",Privately Held,United States,Jackson,EST,2760,101760
Day & Zimmermann,2800,23000,Construction,"Construction, Engineering, Staffing, Security, Defense, Operations & Maintenance",Privately Held,United States,Philadelphia,EST,2770,101770
Dealertrack,1200,5000,Software Development,"Automotive, Technology, Lender Solutions, Dealer Solutions, F&I, Registration and Title, Titling, eContracting, Digital Contracting, Compliance, Remote Signing",Privately Held,United States,North Hills,EST,2780,101780
"Delek US Holdings, Inc.",9000,1300,Oil and Gas,"Petroleum Refining, Wholesale Gas Marketing & Supply, Pipeline, energy, retail, oil & gas, downstream energy, logistics, asphalt, midstream energy, crude oil, refining, petroleum, renewable fuels, convenience stores",Public Company,United States,Brentwood,EST,2790,101790
Dentsply Sirona,3900,15000,Medical Equipment Manufacturing,"Preventive, Restorative, Orthodontics, Prosthetics, Endodontics, Implants, Healthcare, Imaging, Instruments, CAD/CAM",Public Company,United States,Charlotte,EST,2800,101800
Devon Energy,5700,1400,Oil and Gas,"Oil, Natural Gas, Natural Gas Liquids, Energy, Exploration, Production, Data Science, Technology, Health & Safety, Geology, Geophysics, Engineering, Petroleum Engineering, Accounting, Finance, Geoscience, IT, Project Management, Reservoir Engineering, Analytics, Accounting, Intelligent Automation, Artificial Intelligence, Robotic Process Automation",Public Company,United States,Oklahoma City,EST,2810,101810
Discount Tire,5200,26620,Automotive,"Automotive Tires, Automotive Wheels",Privately Held,United States,Scottsdale,EST,2820,101820
Ditch Witch,900,1500,Machinery,"Directional Drills, Trenchers, Vacuum Excavation, HDD Tooling, Mini Skid Steers",Public Company,United States,Perry,EST,2830,101830
Dolby Laboratories,1200,2000,Computers and Electronics Manufacturing,"Audio, Video, Entertainment, Internet, Broadcast, Cinema, PC, Software, Hardware, Mobile, Voice, 3D, Film",Public Company,United States,San Francisco,EST,2840,101840
Dolphin Energy,1900,1000,Oil & Energy,,Privately Held,United Arab Emirates,Abu Dhabi,GST,2850,101850
Donnelley Financial Solutions (DFIN),1000,2400,Financial Services,"SEC Regulation, Government Reporting, Risk & Compliance, Digital Software, SaaS, Cybersecurity, Technology, Fintech, Financial Solutions, IPO, M&A, Proxy, Global Filings, GDPR, ESG, Capital Markets, Investment Markets, E-Delivery, Blockchain, Data Management",Public Company,United States,Chicago,EST,2860,101860
Dorman Products,1500,3100,Motor Vehicle Manufacturing,"Direct-replacement automotive and heavy duty parts, Re-engineered parts designed to eliminate original failure modes, Supply Chain, Distribution, Manufacturing",Public Company,United States,Colmar,EST,2870,101870
Dover Corporation,6900,24000,Machinery Manufacturing,"Fluids, Engineered Systems, Refrigeration & Food Equipment",Public Company,United States,Downers Grove,EST,2880,101880
Dragon Oil,1200,1800,Oil and Gas,"oil and gas exploration, development and production, Energy, Petroleum, People, HSE, sustanability",Public Company,United Arab Emirates,Dubai,GST,2890,101890
Drake University,400,1200,Higher Education,Higher education,Educational Institution,United States,Des Moines,EST,2900,101900
Drury Hotels,1200,1500,Hospitality,"Careers, Meetings, Events, Groups, Tours, Business Travel, Legacy, Hospitality, Customer Service, Family Owned, Hotel, Quality, Service, Profitability, Teamwork, Culture, Travel, Awards, Rewards, Loyalty, resort",Privately Held,United States,St Louis,EST,2910,101910
Duquesne Light Company,900,1400,Utilities,"Providing a safe, reliable and affordable supply of energy and tools to homes, businesses and communities. Duquesne Light puts more information in the hands of our customers, allowing them to make more informed decisions about their energy consumption.",Privately Held,United States,Pittsburgh,EST,2920,101920
Dynatrace,800,2800,Software Development,"APM, DevOps, Full Stack, SaaS, Artificial Intelligence, Enterprise Cloud, Observability",Public Company,United States,Waltham,EST,2930,101930
E. & J. Gallo Winery,5000,6400,Beverage Manufacturing,,Privately Held,United States,Modesto,EST,2940,101940
EIS,700,1400,Wholesale,,Public Company,United States,Atlanta,EST,2960,101950
EMC,29000,40000,IT Services and IT Consulting,,,United States,Hopkinton,EST,2970,101960
EMD Electronics,2300,1200,Chemical Manufacturing,"Electronics, Technology & Science, Chemicals, Semiconductors, Liquid Crystals, OLEDs, Cosmetics, Pigments & Coatings, Specialty Gases, Material Handling, Safety, Metal Film Precursors, Ultra-Thin Dielectric Precursors, Formulated Cleans, Etching Products, Doping, Chemical Mechanical Planarization (CMP), Deposition, Planarization, R&D, Conductive Pastes , Semiconductor Packaging, Displays",Public Company,United States,Tempe,EST,2980,101970
"EMD Serono, Inc.",1500,1600,Biotechnology,metabolic endocrinology,Privately Held,United States,Rockland,EST,2990,101980
EMKE Group,2500,32000,Retail,,Privately Held,United Arab Emirates,Abu Dhabi,GST,3000,101990
ENOC,15000,5700,Oil & Energy,"Gas, Oil, Retail, Terminals, Jet Fuel, Exploration and Production, Supply Trading and Processing",Government Agency,United Arab Emirates,Dubai,GST,3010,102000
EPAM Anywhere,2200,18000,IT Services and IT Consulting,"Software & Platform Engineering, Agility, Product Development, IoT, Next-Gen Architecture, Application & Cloud Management, Big Data & Analytics, Consulting Services, Digital Engagement, Mobility, Strategy & Experience",Public Company,United States,Newtown,EST,3020,102010
ESI an MKS Brand,500,2200,Machinery Manufacturing,"Laser-based manufacturing solutions, component test & inspection, interconnect solutions, microfabrication, PCB Drilling",Public Company,United States,Portland,EST,3030,102020
EY-Parthenon,1200,3500,Business Consulting and Services,,Privately Held,United States,Boston,EST,3040,102030
East Carolina University,900,4800,Higher Education,"Arts and Sciences, Business, Education, Fine Arts and Communication, Art and Design, Music, Theater and Dance, Communication, Health and Human Performance, Human Ecology, Computer Science, Nursing, Medicine, Dental Medicine, Athletics",Educational,United States,Greenville,EST,3050,102040
Eastman Kodak Company,1100,5000,Manufacturing,"Motion Picture Film, Commercial Printing, Chemical Manufacturing, Industrial Coating",Public Company,United States,Rochester,EST,3070,102050
